-0.731192,-0.483212,0.331342,-0.73045,-0.483058,0.33272
-0.290476,-0.54848,-0.0213344,-0.292999,-0.539275,-0.0207717
-0.446879,0.567145,0.0648078,-0.446587,0.569117,0.0677835
-0.922777,0.515597,0.439962,-0.917719,0.518228,0.441039
-0.894014,-0.471535,0.450104,-0.890413,-0.476781,0.445133
-0.721978,-0.483648,0.318549,-0.719484,-0.483374,0.314955
-0.281832,-0.549326,-0.0167494,-0.27892,-0.546457,-0.0129928
-0.931249,0.584904,0.439643,-0.930489,0.586937,0.444595
-0.423683,-0.534705,0.0947408,-0.424422,-0.535055,0.0954811
-0.946416,0.531549,0.439935,-0.960819,0.53036,0.442621
-0.556296,-0.490209,0.19581,-0.511574,-0.524703,0.198133
-0.554701,-0.489772,0.194673,-0.511574,-0.524703,0.198133
-0.149735,-0.554559,-0.0880218,-0.14753,-0.554462,-0.0881846
-0.835303,0.66733,0.353032,-0.841096,0.665531,0.3538
-0.938238,-0.466904,0.453871,-0.93453,-0.474317,0.458406
-0.603236,0.56944,0.195346,-0.578042,0.598069,0.172372
-0.836037,0.530882,0.353079,-0.846862,0.525732,0.355306
-0.790625,-0.472719,0.352352,-0.793209,-0.482006,0.354693
-0.424563,0.569438,0.0789755,-0.422707,0.567044,0.0784444
-0.83783,0.531739,0.35183,-0.846862,0.525732,0.355306
-0.492105,-0.534047,0.159964,-0.493664,-0.531321,0.167619
-0.119667,-0.567562,-0.0782836,-0.11718,-0.559686,-0.0833256
-0.259085,0.410284,-0.0186968,-0.276878,0.420942,-0.0189925
-0.428243,-0.535678,0.121856,-0.423912,-0.531548,0.119868
-0.99088,0.526704,0.438634,-0.998822,0.533138,0.442219
-0.82863,-0.470209,0.361833,-0.831604,-0.476053,0.363235
-0.448948,-0.534131,0.142761,-0.450842,-0.533374,0.147005
-0.225707,-0.555327,0.0135018,-0.224476,-0.553414,0.0215101
-0.865769,0.669199,0.351994,-0.849002,0.677911,0.355448
-0.547208,-0.49515,0.199936,-0.511574,-0.524703,0.198133
-0.579692,0.563293,0.18992,-0.567254,0.591925,0.174065
-0.861864,0.504597,0.351626,-0.876384,0.496593,0.351986
-0.858126,0.488922,0.349926,-0.841821,0.497339,0.354297
0.229138,0.101954,-0.24438,0.573711,0.0980175,-0.210997
0.228534,0.106336,-0.24416,0.573711,0.0980175,-0.210997
0.227049,0.110565,-0.243449,0.573711,0.0980175,-0.210997
-0.861033,0.480403,0.349212,-0.882152,0.479646,0.353178
-0.802485,-0.473329,0.339411,-0.79963,-0.479517,0.338578
-0.597107,-0.483098,0.228719,-0.58917,-0.489381,0.262701
0.246639,0.117953,-0.242379,0.573711,0.0980175,-0.210997
-0.865906,0.507192,0.348666,-0.880225,0.503902,0.352742
-0.867698,0.493076,0.349994,-0.876384,0.496593,0.351986
-0.864011,0.445039,0.349227,-0.879094,0.453273,0.352619
0.277796,0.0715697,-0.245377,0.573678,0.0726557,-0.211035
0.279938,0.0764787,-0.246627,0.573678,0.0726557,-0.211035
0.281183,0.0812957,-0.247401,0.573678,0.0726557,-0.211035
0.279776,0.0857673,-0.246771,0.573678,0.0726557,-0.211035
-0.875539,0.547974,0.35016,-0.879826,0.540169,0.352588
-0.870373,0.466856,0.349452,-0.877148,0.457143,0.35222
-0.907083,0.250166,0.374161,-0.917801,0.254501,0.380944
-0.780437,-0.468153,0.323276,-0.772398,-0.480919,0.325006
0.304616,0.0650225,-0.246669,0.573678,0.0726557,-0.211035
0.304479,0.0982715,-0.247402,0.573711,0.0980175,-0.210997
0.305643,0.103222,-0.248119,0.573711,0.0980175,-0.210997
0.305026,0.107911,-0.247915,0.573711,0.0980175,-0.210997
0.302632,0.112314,-0.246793,0.573711,0.0980175,-0.210997
0.320554,0.0857224,-0.242742,0.573711,0.0980175,-0.210997
0.320004,0.0904613,-0.242578,0.573711,0.0980175,-0.210997
0.322093,0.0955724,-0.243744,0.573711,0.0980175,-0.210997
0.327977,0.106132,-0.246937,0.573711,0.0980175,-0.210997
0.327347,0.110907,-0.246733,0.573711,0.0980175,-0.210997
0.326698,0.11568,-0.246521,0.573711,0.0980175,-0.210997
0.32603,0.12045,-0.246299,0.573711,0.0980175,-0.210997
-0.886283,0.568082,0.349941,-0.887866,0.566816,0.354147
-0.879604,0.469939,0.348904,-0.883617,0.470453,0.353491
-0.553046,-0.492643,0.209014,-0.544767,-0.493793,0.256102
-0.117721,-0.557596,-0.00188871,-0.118694,-0.554532,-0.00302736
0.339981,0.0976827,-0.24017,0.573711,0.0980175,-0.210997
-0.887128,0.532141,0.348585,-0.883569,0.531881,0.353356
-0.889452,0.494335,0.350583,-0.880596,0.488849,0.352848
-0.483945,-0.53036,0.178034,-0.483804,-0.528241,0.184986
-0.081223,-0.562406,-0.0124199,-0.0809264,-0.561555,-0.0104277
0.186862,-0.564102,-0.139638,0.312618,-0.565935,0.0085811
0.384974,0.0883105,-0.248153,0.573711,0.0980175,-0.210997
0.383825,0.0983187,-0.24783,0.573711,0.0980175,-0.210997
-0.893482,0.511859,0.349312,-0.886919,0.51815,0.354056
-0.891367,0.495156,0.348678,-0.880596,0.488849,0.352848
0.413728,-0.422206,-0.237343,0.437469,-0.405231,-0.0968291
0.418652,-0.418321,-0.239702,0.437469,-0.405231,-0.0968291
0.407641,0.0908019,-0.245586,0.573711,0.0980175,-0.210997
0.409766,0.0962448,-0.246685,0.573711,0.0980175,-0.210997
-0.966667,0.904349,0.371978,-0.990655,0.871973,0.374148
-0.905432,0.605603,0.350118,-0.912386,0.593035,0.349421
-0.351671,-0.541425,0.122397,-0.350359,-0.540716,0.124883
-0.902987,0.520462,0.348005,-0.886919,0.51815,0.354056
-0.904399,0.517478,0.348702,-0.886919,0.51815,0.354056
