    -0.73945    -0.428851     0.463647    -0.754653    -0.427914     0.455554
    -0.69526    -0.641782     0.462743    -0.698903    -0.640432     0.459932
   -0.601581      -1.0293     0.450178    -0.597013      -1.0249      0.45238
   -0.583603     -1.08855     0.445247    -0.584487     -1.08645     0.448255
   -0.136311      0.91583    -0.257276    -0.130846     0.921803    -0.249938
   -0.161884      1.02051    -0.253661    -0.163127      1.01887    -0.252426
   -0.188134      1.15035    -0.253683    -0.188255      1.15201    -0.253793
   -0.189687      1.15994    -0.254003    -0.182834      1.16155    -0.253953
   -0.191593      1.16868    -0.253889    -0.188794       1.1698    -0.255468
   -0.195013      1.17305      -0.2518    -0.194134      1.17255    -0.254603
   -0.195847      1.18529    -0.253154    -0.200528      1.18263    -0.256691
   -0.197617      1.19492    -0.253302      -0.2003      1.19497    -0.255908
   -0.196896      1.21249    -0.256824    -0.193898      1.21324    -0.253568
   -0.207328      1.24323    -0.253355    -0.206409      1.24778    -0.257083
   -0.210513      1.24935    -0.251753    -0.206409      1.24778    -0.257083
   -0.206598      1.27956    -0.260013    -0.213697      1.28149    -0.261998
   -0.209933      1.28573    -0.258294    -0.212371      1.28748    -0.258123
   -0.289895      1.30678    -0.195942    -0.291795      1.31131    -0.193916
   -0.305369      1.30289    -0.182549    -0.307106       1.3063    -0.188468
   -0.678344      1.21891     0.138656    -0.678404      1.21576     0.136961
    -1.06394     0.892788     0.510615     -1.05766     0.890026     0.516115
   -0.990096     0.589356     0.500372    -0.991759     0.588763     0.495429
   -0.982916     0.559916     0.499365    -0.983374     0.562056     0.504284
     -0.5847     -1.09369     0.445134    -0.583748     -1.09612     0.447999
   -0.473633     -1.48738     0.419515    -0.471233     -1.48389     0.418233
   -0.457622     -1.56699     0.419596    -0.457619     -1.56515     0.424573
   -0.449717     -1.59981     0.418566    -0.448566     -1.60025     0.415994
    0.870307     -6.27328     0.113158     0.880699     -6.27269     0.116933
   -0.105994     0.745894    -0.249352    -0.103231     0.743525    -0.245109
   -0.108116     0.749509    -0.248216    -0.107622     0.747279    -0.241884
   -0.108358     0.756001    -0.249091    -0.107922     0.757809    -0.243902
   -0.152225     0.974764    -0.249422    -0.152838     0.971726    -0.253917
   -0.163409      1.03473    -0.250198    -0.162041       1.0322    -0.247958
   -0.166026      1.06305     -0.25274    -0.163511      1.06817    -0.253557
   -0.169355       1.0666     -0.25061    -0.163511      1.06817    -0.253557
   -0.184023      1.17082    -0.255851    -0.188794       1.1698    -0.255468
    -0.18686      1.17696     -0.25455    -0.188794       1.1698    -0.255468
   -0.190023      1.18222    -0.252837    -0.183993      1.18487    -0.257804
