   -0.226198     -2.36114      1.35539    -0.222578     -2.36568      1.35493
  -0.0342089      -2.4856      1.29534    -0.036367     -2.47619      1.29884
   0.0970177      -2.5754      1.25681    0.0987119     -2.56291       1.2536
    0.202779     -1.42596     0.576395     0.207096     -1.42237     0.574833
    0.205812     -1.42033     0.571407     0.207096     -1.42237     0.574833
    0.902524     -1.19077  -0.00856366     0.903202     -1.18922  -0.00727066
     1.06142    -0.934615    -0.249145      1.05274    -0.929928    -0.244789
    0.995373    -0.857139     -0.24691     0.993852    -0.854357    -0.241817
    0.916152    -0.759131    -0.246924     0.920946     -0.76003      -0.2401
    0.840321    -0.659337    -0.250116     0.844559    -0.666766    -0.243722
    0.827631     -0.64808    -0.247756      0.82074    -0.651392     -0.24094
    0.824272    -0.641132    -0.249242      0.82074    -0.651392     -0.24094
    0.754189    -0.564087    -0.244121     0.761529     -0.56513    -0.239544
    0.741695    -0.549042    -0.243905     0.744033    -0.550055    -0.238858
    0.712153    -0.508328    -0.246124     0.713901    -0.508756    -0.239688
    0.689283     -0.48573    -0.243102     0.696089    -0.489169    -0.237253
    0.664182    -0.453865    -0.243538     0.666754    -0.455889    -0.236751
    0.655813    -0.446526    -0.241936     0.653864    -0.445531    -0.237408
    0.650437    -0.431237    -0.246529     0.643789    -0.432796    -0.240126
    0.505622    -0.261885    -0.241343     0.593811    -0.265739    -0.226581
    0.504392    -0.257792     -0.24271     0.593811    -0.265739    -0.226581
   -0.213013      0.64549    -0.251209    -0.219355     0.645277    -0.246902
   -0.232253     0.662179    -0.247432     -0.23002     0.659977    -0.244371
   -0.235705     0.663671    -0.245956     -0.23554     0.663127    -0.244352
   -0.270734     0.708125    -0.246557    -0.270425     0.707253    -0.247832
   -0.276693     0.723677    -0.250905    -0.278895     0.723964    -0.251835
   -0.280197     0.726743    -0.250231    -0.278895     0.723964    -0.251835
   -0.330101     0.796534     -0.25452    -0.332009     0.797358    -0.251356
   -0.470229     0.971076    -0.255174    -0.473452     0.972805    -0.255586
   -0.491995       1.0055    -0.259164     -0.49379      1.00463    -0.256939
   -0.496722      1.00706    -0.256883     -0.49379      1.00463    -0.256939
   -0.513778      1.03248    -0.259182    -0.517403      1.03355    -0.260632
   -0.607132      1.15657    -0.263771    -0.610843        1.161    -0.262208
   -0.704697      1.28438    -0.267562    -0.707661      1.29523    -0.268351
   -0.711638      1.28982     -0.26589    -0.707661      1.29523    -0.268351
   -0.719788       1.2998    -0.265838    -0.721522      1.29978    -0.267899
   -0.727536      1.30792    -0.265064    -0.720529      1.31024    -0.267124
   -0.735825      1.31785    -0.264891    -0.742263      1.31503    -0.270186
   -0.767185      1.36937    -0.271657    -0.771635      1.37358    -0.265547
   -0.774056      1.37278    -0.268952    -0.776533      1.36959    -0.268986
   -0.781727      1.37889    -0.267161    -0.776533      1.36959    -0.268986
    -2.49497      1.42087     0.836684     -2.50001       1.4306     0.844621
     -2.4998      1.41301     0.844041     -2.50601      1.41935     0.846255
